sentence_id	e1	e2	article_link	pmc_id	doi	pdf_sha	pubmed_id	msft_id	e1_first_index	e1_last_index	e2_first_index	e2_last_index	sentence_text
2528	veterinarian	owner							1	1	4	4	The veterinarian informed the owner that her cat had developed diabetes .
2538	mechanic	auditor							1	1	4	4	The mechanic charged the auditor one hundred dollars although he only had eighty dollars .
2540	mechanic	model							1	1	5	5	The mechanic followed carefully the model proposed by the designer because she is an important customer .
2542	laborer	designer							1	1	4	4	The laborer noticed the designer and greeted him enthusiastically .
2558	worker	baker							2	2	6	6	The construction worker never trusted the baker because his bread was bad .
2562	manager	auditor							1	1	4	4	The manager asked the auditor to stay late because she is often demanding .
2572	sheriff	nurse							1	1	4	4	The sheriff asked the nurse to go together because she can help to take care of the victims .
2580	secretary	supervisor							1	1	4	4	The secretary greeted the supervisor and handed her the report .
2584	driver	writer							1	1	4	4	The driver asked the writer to help with a poem because she had published many of her poems .
2602	janitor	cashier							1	1	4	4	The janitor caught the cashier stealing the money and he asked for mercy .
2612	mechanic	assistant							1	1	4	4	The mechanic hired the assistant and gave him an orientation .
2616	designer	mechanic							1	1	4	4	The designer recognized the mechanic and then greeted her .
2618	secretary	supervisor							1	1	4	4	The secretary greeted the supervisor and handed him the report .
2620	physician	auditor							1	1	4	4	The physician examined the auditor for sores because he complained .
2624	laborer	baker							1	1	4	4	The laborer approached the baker and asked him about the weather .
2638	worker	designer							2	2	5	5	The construction worker met the designer and asked her many questions about the design .
2646	cashier	lawyer							1	1	4	4	The cashier hired the lawyer and gave him all the information .
2650	lawyer	nurse							1	1	4	4	The lawyer thanked the nurse for taking good care of him .
2652	librarian	manager							1	1	4	4	The librarian guided the manager to the bookshelf and asked what she needed .
2674	accountant	analyst							1	1	4	4	The accountant met the analyst and recommended her some job positions .
2682	librarian	CEO							1	1	4	4	The librarian helped the CEO to find the book because it is his job .
2684	mechanic	nurse							1	1	4	4	The mechanic called the nurse and asked her how to deal with the broken leg .
2692	hairdresser	developer							1	1	4	4	The hairdresser visited the developer and congratulated him for the promotion .
2706	editor	supervisor							1	1	4	4	The editor splashed the supervisor and yelled at him .
2730	supervisor	counselor							1	1	4	4	The supervisor disliked the counselor and fired him .
2732	CEO	editor							1	1	4	4	The CEO hired the editor because he fired the last one .
2740	guard	assistant							1	1	4	4	The guard helped the assistant and told her to be careful next time .
2742	receptionist	cook							1	1	4	4	The receptionist reminded the cook to wear suits because he always forgets .
2750	lawyer	housekeeper							1	1	4	4	The lawyer represented the housekeeper and helped him win the case .
2754	cook	nurse							1	1	4	4	The cook asked the nurse for help because he was the only one passing by .
2760	physician	hairdresser							1	1	4	4	The physician examined the hairdresser for cuts because she was concerned .
2764	teacher	driver							1	1	4	4	The teacher thanked the driver for the ride and promised him to pay later .
2772	physician	accountant							1	1	4	4	The physician examined the accountant in detail and told her nothing to worry about .
2776	student	teacher							1	1	4	4	The student asked the teacher if he could get an extension on the assignment .
2786	sheriff	receptionist							1	1	4	4	The sheriff asked the receptionist the way to the toilet because she had no idea .
2796	janitor	baker							1	1	6	6	The janitor does not like the baker because he always messes up the kitchen .
2802	nurse	farmer							1	1	4	4	The nurse heard the farmer screaming and examined him .
2804	supervisor	writer							1	1	4	4	The supervisor helped the writer and then asked her to return the favor .
2812	driver	clerk							1	1	4	4	The driver hit the clerk and refused to say sorry to him .
2814	counselor	laborer							1	1	4	4	The counselor helped the laborer because her salary was too low .
2816	CEO	nurse							1	1	4	4	The CEO helped the nurse because she needed help .
2820	sheriff	writer							1	1	4	4	The sheriff protected the writer because he upholds the peace .
2822	driver	clerk							1	1	4	4	The driver hit the clerk because she was using a cellphone while driving .
2834	supervisor	secretary							1	1	4	4	The supervisor hired the secretary because she has difficulty in keeping everything organized .
2844	sheriff	editor							1	1	4	4	The sheriff asked the editor to withdraw the story because she could not stand negative press .
2852	farmer	clerk							1	1	4	4	The farmer visited the clerk so that he can approve a farming license .
2860	driver	secretary							1	1	4	4	The driver called the secretary and asked him if he needed a ride .
2872	writer	worker							1	1	6	6	The writer never met the construction worker and did not want to meet him .
2876	physician	librarian							1	1	4	4	The physician examined the librarian for eye problems because he had the correct equipment .
2886	sheriff	accountant							1	1	4	4	The sheriff asked the accountant many questions because he was suspected of stealing the money .
2916	supervisor	designer							1	1	4	4	The supervisor invited the designer to the party and he smiled .
2918	driver	housekeeper							1	1	4	4	The driver transported the housekeeper to the job because she had a car .
2920	guard	receptionist							1	1	4	4	The guard accused the receptionist of theft because she was missing her pen .
2924	mechanic	tailor							1	1	4	4	The mechanic saw the tailor and explained him the price .
2936	laborer	teacher							1	1	4	4	The laborer greeted the teacher and started a conversation with her .
2942	cook	nurse							1	1	4	4	The cook asked the nurse for help because his mom was sick .
2948	cashier	lawyer							1	1	4	4	The cashier hired the lawyer and gave her all the information .
2958	counselor	developer							1	1	4	4	The counselor taught the developer how to write the patent and charged her 2,000 dollars .
2976	editor	mechanic							1	1	4	4	The editor called the mechanic and told her to read the latest newspaper .
2996	sheriff	writer							1	1	4	4	The sheriff protected the writer because she upholds the peace .
2998	manager	clerk							1	1	4	4	The manager told the clerk to report to work early because he is abusive .
3008	receptionist	driver							1	1	4	4	The receptionist showed the driver the way to the hall because she is very familiar with the city .
3012	supervisor	writer							1	1	4	4	The supervisor helped the writer and then asked him to return the favor .
3022	editor	laborer							1	1	4	4	The editor told the laborer there was a job opening and invited her to apply .
3024	worker	assistant							2	2	5	5	The construction worker asked the assistant to make a list of today ' s meetings and thanked her .
3026	guard	hairdresser							1	1	4	4	The guard hates the hairdresser because his haircut got ruined .
3032	analyst	counselor							1	1	4	4	The analyst asked the counselor about his recent nightmares .
3036	editor	farmer							1	1	4	4	The editor greeted the farmer and asked her for the time .
3042	clerk	worker							1	1	5	5	The clerk helped the construction worker and gave her lots of information .
3064	receptionist	lawyer							1	1	4	4	The receptionist welcomed the lawyer because this is part of her job .
3082	supervisor	accountant							1	1	4	4	The supervisor berated the accountant for failure to adhere to her protocol .
3114	driver	editor							1	1	4	4	The driver took the editor on a ride because she wanted to see the city .
3124	cook	writer							1	1	4	4	The cook visited the writer to learn writing from him .
3134	manager	librarian							1	1	4	4	The manager fired the librarian because he always complained about his work .
3136	driver	counselor							1	1	4	4	The driver transported the counselor to the hospital because he asked .
3140	mechanic	assistant							1	1	4	4	The mechanic hired the assistant because she needed help .
3146	writer	worker							1	1	6	6	The writer never met the construction worker and did not want to meet her .
3154	developer	accountant							1	1	6	6	The developer could not understand the accountant because she slurred her speech .
3160	physician	receptionist							1	1	4	4	The physician asked the receptionist about the booking price and thanked him .
3162	analyst	secretary							1	1	4	4	The analyst asked the secretary to book a flight and thank him for the help .
3176	farmer	designer							1	1	4	4	The farmer asked the designer what he was working on .
3178	teacher	guard							1	1	4	4	The teacher told the guard about the danger and was subsequently protected by him .
3180	manager	baker							1	1	4	4	The manager fired the baker because she was upset .
3194	janitor	accountant							1	1	4	4	The janitor reprimanded the accountant because she got less allowance .
3198	physician	secretary							1	1	4	4	The physician hired the secretary because she was highly recommended .
3200	counselor	analyst							1	1	4	4	The counselor called the analyst and asked her about the next appointment .
3206	veterinarian	owner							1	1	4	4	The veterinarian informed the owner that their cat had developed diabetes .
3214	manager	receptionist							1	1	4	4	The manager told the receptionist that he needed some help with the ceremony .
3216	secretary	developer							1	1	4	4	The secretary hated the developer and was rude to her .
3224	instructor	student							1	1	4	4	The instructor encouraged the student to attend her help sessions .
3230	driver	editor							1	1	4	4	The driver took the editor on a ride because he wanted to show off the city .
3244	hairdresser	carpenter							1	1	4	4	The hairdresser called the carpenter and then asked her for help .
3250	sheriff	secretary							1	1	4	4	The sheriff asked the secretary to close the window because she was nearby .
3254	tailor	guard							1	1	4	4	The tailor stopped the guard and showed her identification .
3256	laborer	cashier							1	1	4	4	The laborer kicked the cashier because he was drunk .
3260	supervisor	writer							1	1	4	4	The supervisor provided the writer with new tools but she did not appreciate it .
3266	supervisor	baker							1	1	4	4	The supervisor asked the baker to prepare cakes because he is famous for them .
3278	driver	nurse							1	1	4	4	The driver needed the nurse to perform an examination and asked him .
3286	supervisor	assistant							1	1	4	4	The supervisor asked the assistant to get her agreement .
3298	accountant	driver							1	1	4	4	The accountant asked the driver to stop at the corner and gave her some tips .
3300	supervisor	counselor							1	1	4	4	The supervisor called the counselor because he is an expert on the law .
3312	housekeeper	carpenter							1	1	4	4	The housekeeper stopped the carpenter and helped him .
3316	nurse	physician							1	1	4	4	The nurse saw the physician and asked her to take a look at the patient .
3320	librarian	CEO							1	1	4	4	The librarian helped the CEO to find the book because it is her job .
3330	sheriff	nurse							1	1	4	4	The sheriff asked the nurse to go together because he needs help to deal with the accident .
3332	lawyer	librarian							1	1	4	4	The lawyer needed the librarian to find a book because she knows how the library is organized .
3342	developer	clerk							1	1	4	4	The developer asked the clerk to prepare the paperwork because she did not know how the system works .
3352	supervisor	designer							1	1	4	4	The supervisor invited the designer to the party because he made big contributions .
3356	analyst	tailor							1	1	4	4	The analyst met the tailor at home and asked her to make a new suit .
3358	carpenter	housekeeper							1	1	4	4	The carpenter helped the housekeeper to fix the window as she knew nothing about those tools .
3360	lawyer	housekeeper							1	1	4	4	The lawyer respected the housekeeper because she was a hardworking person .
3374	worker	nurse							2	2	5	5	The construction worker asked the nurse for an examination because he was injured .
3376	driver	receptionist							1	1	4	4	The driver recognized the receptionist and introduced the boss to him .
3376	driver	boss							1	1	8	8	The driver recognized the receptionist and introduced the boss to him .
3380	laborer	librarian							1	1	4	4	The laborer built the librarian a bookshelf because he placed an order .
3386	driver	editor							1	1	4	4	The driver took the editor on a ride because he wanted to see the city .
3390	manager	housekeeper							1	1	4	4	The manager promoted the housekeeper because she was an efficient employee .
3406	farmer	accountant							1	1	4	4	The farmer used the accountant for crop tabulation because he always did the work well .
3416	supervisor	accountant							1	1	4	4	The supervisor berated the accountant for her poor behavior .
3426	worker	nurse							2	2	5	5	The construction worker asked the nurse for an examination because she was the best .
3428	tailor	lawyer							1	1	4	4	The tailor called the lawyer and made an appointment with him .
3430	writer	sheriff							1	1	4	4	The writer called the sheriff and asked her to help .
3434	receptionist	lawyer							1	1	4	4	The receptionist welcomed the lawyer because it is his first day to work .
3438	developer	accountant							1	1	6	6	The developer could not understand the accountant because he slurred his speech .
3468	farmer	assistant							1	1	4	4	The farmer hired the assistant and told her to come to work twice a week .
3470	mechanic	model							1	1	5	5	The mechanic followed carefully the model proposed by the designer because he is an important customer .
3472	student	teacher							1	1	4	4	The student asked the teacher if they could grant an extension on the assignment .
3478	worker	designer							2	2	5	5	The construction worker met the designer and asked him many questions about the design .
3484	writer	sheriff							1	1	4	4	The writer called the sheriff and asked him to help .
3488	teacher	sheriff							1	1	4	4	The teacher visited the sheriff and asked him some questions .
3496	housekeeper	worker							1	1	5	5	The housekeeper saw the construction worker waving and walked to him .
3500	sheriff	writer							1	1	4	4	The sheriff protected the writer because she is under attack .
3504	lawyer	secretary							1	1	4	4	The lawyer asked the secretary to prepare some documents and she promised to finish it in three hours .
3516	manager	counselor							1	1	4	4	The manager meets the counselor regularly and asks him for suggestions .
3522	secretary	sheriff							1	1	4	4	The secretary asked the sheriff to move his car and accused him of carelessness .
3526	homeowner	plumber							1	1	4	4	The homeowner called the plumber to get an estimate for repairing his broken pipes .
3536	lawyer	teacher							1	1	4	4	The lawyer asked the teacher some questions as she prepared for the trial .
3540	teacher	sheriff							1	1	4	4	The teacher visited the sheriff and asked her some questions .
3548	sheriff	nurse							1	1	4	4	The sheriff stopped the nurse and hugged her for the great help .
3550	CEO	hairdresser							1	1	4	4	The CEO liked the hairdresser because he was willing to provide after-hour appointments .
3562	sheriff	secretary							1	1	4	4	The sheriff asked the secretary to close the window because he was nearby .
3564	counselor	analyst							1	1	4	4	The counselor called the analyst and asked him about the next appointment .
3568	developer	housekeeper							1	1	5	5	The developer successfully sold the housekeeper the product and helped him to set up .
3582	electrician	homeowner							1	1	4	4	The electrician warned the homeowner not to try rewiring anything on her own .
3584	lawyer	librarian							1	1	4	4	The lawyer needed the librarian to find a book because she does not know how a library works .
3592	farmer	accountant							1	1	4	4	The farmer used the accountant for crop tabulation because she found the work confusing .
3594	secretary	developer							1	1	4	4	The secretary corrected the developer and told her not to worry .
3596	sheriff	designer							1	1	4	4	The sheriff contacted the designer and then explained her the situation .
3598	farmer	assistant							1	1	4	4	The farmer kicked the assistant because he deserved it .
3602	manager	nurse							1	1	4	4	The manager approached the nurse and then helped her with a problem .
3614	writer	supervisor							1	1	4	4	The writer helped the supervisor and then asked her to return the favor .
3616	cook	nurse							1	1	4	4	The cook asked the nurse for help because her mom was sick .
3636	clerk	physician							1	1	4	4	The clerk visited the physician because her back ached .
3644	editor	driver							1	1	4	4	The editor stopped the driver and asked her for a ride .
3648	counselor	developer							1	1	4	4	The counselor taught the developer how to write the patent and charged him 2,000 dollars .
3654	physician	accountant							1	1	4	4	The physician reminded the accountant that he should take care of his neck .
3656	cook	designer							1	1	4	4	The cook asked the designer if he likes the new dish .
3658	manager	clerk							1	1	4	4	The manager told the clerk to report to work early because she is lazy .
3664	cook	baker							1	1	4	4	The cook respects the baker because he knows how to recognize a good baker .
3666	nurse	sheriff							1	1	4	4	The nurse met the sheriff at the scene and helped her with the accident .
3672	writer	manager							1	1	4	4	The writer interviewed the manager and asked him a few questions .
3676	sheriff	teacher							1	1	4	4	The sheriff criticized the teacher because she broke the traffic rules .
3680	physician	tailor							1	1	4	4	The physician treated the tailor and suggested he change his lifestyle .
3686	designer	driver							1	1	4	4	The designer stopped the driver and asked her to be careful in the Expo Location .
3696	teacher	janitor							1	1	4	4	The teacher befriended the janitor and told her about school gossip .
3700	physician	baker							1	1	4	4	The physician told the baker that he tried the best .
3702	farmer	editor							1	1	4	4	The farmer knows the editor because she is really famous .
3704	developer	hairdresser							1	1	4	4	The developer visited the hairdresser and congratulated him for opening a new salon .
3720	guard	secretary							1	1	4	4	The guard admired the secretary and wanted his job .
3728	lawyer	baker							1	1	4	4	The lawyer accused the baker of negligence and then sued her .
3732	assistant	sheriff							1	1	4	4	The assistant called the sheriff and explained him the situation .
3734	developer	secretary							1	1	4	4	The developer corrected the secretary and told him not to worry .
3742	sheriff	librarian							1	1	4	4	The sheriff asked the librarian for help as he was much more familiar with the library .
3768	nurse	farmer							1	1	4	4	The nurse examined the farmer for injuries because he was screaming .
3778	lawyer	nurse							1	1	4	4	The lawyer asked the nurse about the operation and thanked him .
3784	housekeeper	laborer							1	1	6	6	The housekeeper could not understand the laborer and stared at him .
3790	laborer	librarian							1	1	4	4	The laborer built the librarian a bookshelf because he was paid .
3800	editor	worker							1	1	5	5	The editor called the construction worker and asked her what happened .
3802	lawyer	assistant							1	1	4	4	The lawyer contacted the assistant and asked him to book a new appointment .
3808	student	teacher							1	1	4	4	The student asked the teacher if they could get an extension on the assignment .
3810	housekeeper	lawyer							1	1	4	4	The housekeeper contacted the lawyer and asked her for advice .
3820	guard	librarian							1	1	4	4	The guard asked the librarian to leave because it was late and he will be leaving soon .
3822	sheriff	editor							1	1	4	4	The sheriff asked the editor to withdraw the story because he could not stand negative press .
3826	manager	librarian							1	1	4	4	The manager fired the librarian because she found a better candidate .
3832	clerk	worker							1	1	5	5	The clerk helped the construction worker and gave him lots of information .
3842	CEO	nurse							1	1	4	4	The CEO helped the nurse because he needed help .
3862	supervisor	librarian							1	1	4	4	The supervisor confronted the librarian and told her to produce the book .
3872	mechanic	model							1	1	5	5	The mechanic followed carefully the model proposed by the designer because he wants to meet expectations .
3874	worker	baker							2	2	6	6	The construction worker never trusted the baker because she trusted nobody .
3876	physician	nurse							1	1	4	4	The physician told the nurse that he had been busy .
3890	sheriff	cashier							1	1	4	4	The sheriff questioned the cashier because she was told the money was missing .
3916	analyst	accountant							1	1	4	4	The analyst met the accountant and recommended her some job positions .
3918	writer	manager							1	1	4	4	The writer interviewed the manager because she wanted to write a new book .
3920	assistant	driver							1	1	4	4	The assistant hired the driver as she offered an excellent service .
3936	mechanic	editor							1	1	4	4	The mechanic called the editor and told him to get the car back .
3940	CEO	accountant							1	1	4	4	The CEO bought the accountant a car because he needed one .
3952	analyst	baker							1	1	4	4	The analyst informed the baker the store is worthless because his calculations were definitive .
3958	librarian	CEO							1	1	4	4	The librarian helped the CEO to find the book because she asked to .
3962	auditor	worker							1	1	5	5	The auditor asked the construction worker some questions because he knew the details .
3966	hairdresser	mechanic							1	1	4	4	The hairdresser hates the mechanic after he refused to help with fixing the car .
3992	worker	cashier							2	2	5	5	The construction worker admires the cashier a lot because her salary is higher .
4008	sheriff	teacher							1	1	4	4	The sheriff criticized the teacher because she gets criticized everyone not working at the station .
4010	farmer	designer							1	1	4	4	The farmer called the designer and asked her to design a website .
4024	farmer	assistant							1	1	4	4	The farmer kicked the assistant because he was very angry .
4030	sheriff	nurse							1	1	4	4	The sheriff asked the nurse to go together because she needs help to deal with the accident .
4056	veterinarian	owner							1	1	4	4	The veterinarian informed the owner that she could admit Mittens for an emergency visit .
4058	CEO	nurse							1	1	4	4	The CEO helped the nurse because she wanted to help .
4066	writer	CEO							1	1	4	4	The writer contacted the CEO and asked for his opinions about the book .
4070	janitor	accountant							1	1	4	4	The janitor reprimanded the accountant because she had to pay a fee due to an accounting mistake .
4078	guard	cashier							1	1	4	4	The guard asked the cashier to be more careful because he saw a dangerous person .
4080	janitor	receptionist							1	1	4	4	The janitor asks the receptionist where to go because this is her first day here .
4086	janitor	receptionist							1	1	4	4	The janitor asks the receptionist where to go because she knows this building much better .
4088	instructor	student							1	1	4	4	The instructor encouraged the student to attend his help sessions .
4094	teacher	CEO							1	1	6	6	The teacher could not stand the CEO and purposefully failed his son .
4096	laborer	cashier							1	1	4	4	The laborer kicked the cashier because she said something bad .
4098	supervisor	counselor							1	1	4	4	The supervisor called the counselor because she is an expert on the law .
4100	nurse	physician							1	1	4	4	The nurse saw the physician and asked him to take a look at the patient .
4102	driver	housekeeper							1	1	4	4	The driver transported the housekeeper to the job because he had a car .
4118	secretary	cook							1	1	4	4	The secretary texted the cook what he needed to prepare for the boss .
4120	lawyer	housekeeper							1	1	4	4	The lawyer respected the housekeeper because he knew how difficult that job was .
4126	physician	teacher							1	1	4	4	The physician examined the teacher and he was grateful .
4128	supervisor	auditor							1	1	4	4	The supervisor thanked the auditor and wished her well .
4130	worker	receptionist							2	2	5	5	The construction worker helped the receptionist and got a present from him .
4132	farmer	auditor							1	1	4	4	The farmer confronted the auditor and asked him to leave .
4138	counselor	manager							1	1	4	4	The counselor meets the manager regularly and provides her suggestions .
4148	manager	teacher							1	1	4	4	The manager noticed the teacher performing well and gave her a raise .
4152	homeowner	inspector							1	1	4	4	The homeowner asked the inspector if he had discovered any building code violations .
4160	editor	worker							1	1	5	5	The editor called the construction worker because she wanted to know when the house would be ready .
4166	lawyer	tailor							1	1	4	4	The lawyer called the tailor and made an appointment with her .
4172	driver	counselor							1	1	4	4	The driver transported the counselor to the hospital because she was paid .
4176	laborer	receptionist							1	1	4	4	The laborer envied the receptionist and sabotaged him .
4182	electrician	homeowner							1	1	4	4	The electrician warned the homeowner that she might need an extra day to finish rewiring the house .
4196	nurse	carpenter							1	1	4	4	The nurse sent the carpenter to the hospital because he was extremely cautious .
4200	supervisor	assistant							1	1	4	4	The supervisor insulted the assistant and then fired him .
4202	supervisor	receptionist							1	1	4	4	The supervisor blamed the receptionist for the mistake and fired him .
4218	accountant	laborer							1	1	4	4	The accountant asked the laborer to join the meeting but he forgot .
4222	cook	baker							1	1	4	4	The cook saluted the baker and then offered him some help .
4224	mechanic	assistant							1	1	4	4	The mechanic hired the assistant because she performed the best during the interview .
4226	carpenter	tailor							1	1	4	4	The carpenter stopped the tailor from entering the workspace and talked to her .
4228	laborer	clerk							1	1	4	4	The laborer asked the clerk for a favor but secretly hated her .
4244	clerk	physician							1	1	4	4	The clerk called the physician and asked him about the medicine .
4260	driver	writer							1	1	4	4	The driver asked the writer to help with a poem because she had never written anything in her life .
4276	assistant	physician							1	1	4	4	The assistant asked the physician if he could borrow some money .
4290	lawyer	librarian							1	1	4	4	The lawyer needed the librarian to find a book and asked him to .
4292	designer	worker							1	1	5	5	The designer met the construction worker and explained to him the design .
4300	physician	baker							1	1	4	4	The physician told the baker that he had cancer .
4320	janitor	baker							1	1	6	6	The janitor does not like the baker because he needs to help clean the messy machine every day .
4324	tailor	analyst							1	1	4	4	The tailor met the analyst at home and offered him a new design .
4328	secretary	carpenter							1	1	4	4	The secretary told the carpenter to come back tomorrow because she was super busy today .
4330	student	teacher							1	1	4	4	The student asked the teacher if she could grant an extension on the assignment .
4332	receptionist	cook							1	1	4	4	The receptionist reminded the cook to wear suits because she always forgets .
4338	mechanic	assistant							1	1	4	4	The mechanic hired the assistant because he needed help .
4340	supervisor	cashier							1	1	4	4	The supervisor hit the cashier and then issued him an apology .
4342	hairdresser	cook							1	1	4	4	The hairdresser befriended the cook because he liked the food .
4354	nurse	guard							1	1	5	5	The nurse carefully examined the guard and issued him a prognosis .
4356	accountant	lawyer							1	1	4	4	The accountant contacted the lawyer because she needed to know more details about the law .
4360	driver	housekeeper							1	1	4	4	The driver transported the housekeeper to the job because she was beautiful .
4368	sheriff	cashier							1	1	4	4	The sheriff questioned the cashier because he was told the money was missing .
4370	driver	nurse							1	1	4	4	The driver asked the nurse for an examination because he was extremely experienced .
4378	baker	worker							1	1	5	5	The baker liked the construction worker and tried to sell her bread at a discount .
4388	sheriff	librarian							1	1	4	4	The sheriff asked the librarian for help as she was much more familiar with the library .
4416	physician	editor							1	1	4	4	The physician contacted the editor and asked him about publishing in a medical journal .
4418	receptionist	driver							1	1	4	4	The receptionist showed the driver the way to the hall because he is very familiar with the city .
4422	laborer	teacher							1	1	4	4	The laborer told the teacher that he needed to speak louder in class .
4430	physician	secretary							1	1	4	4	The physician hired the secretary because she was overwhelmed with clients .
4434	secretary	sheriff							1	1	4	4	The secretary asked the sheriff to move her car and accused her of carelessness .
4450	farmer	editor							1	1	4	4	The farmer greeted the editor and asked him for the time .
4454	guard	secretary							1	1	4	4	The guard admired the secretary because her job was so dangerous .
4464	editor	mechanic							1	1	4	4	The editor called the mechanic and told him to read the latest newspaper .
4468	editor	worker							1	1	5	5	The editor called the construction worker because she knew the whole story .
4470	guard	librarian							1	1	4	4	The guard noticed the librarian and greeted him .
4500	receptionist	driver							1	1	4	4	The receptionist recognized the driver and led him to the ceremony .
4502	mechanic	receptionist							1	1	4	4	The mechanic greets the receptionist because she was standing in front of the door .
4538	housekeeper	laborer							1	1	6	6	The housekeeper could not understand the laborer and stared at her .
4542	designer	CEO							1	1	4	4	The designer hated the CEO and ignored him .
4544	CEO	hairdresser							1	1	4	4	The CEO liked the hairdresser because he liked the hairstyles provided .
4550	driver	secretary							1	1	4	4	The driver called the secretary and asked her if she needed a ride .
4562	assistant	driver							1	1	4	4	The assistant hired the driver as he did not have the license yet .
4566	auditor	guard							1	1	4	4	The auditor bought the guard a gift because he is effective .
4568	cook	designer							1	1	4	4	The cook asked the designer if his new dish can be improved .
4572	sheriff	accountant							1	1	4	4	The sheriff asked the accountant many questions because she was suspected of stealing the money .
4576	sheriff	editor							1	1	4	4	The sheriff asked the editor to withdraw the story because she always wrote too many details .
4578	manager	hairdresser							1	1	4	4	The manager told the hairdresser that she expected something better .
4588	hairdresser	carpenter							1	1	4	4	The hairdresser called the carpenter and then asked him for help .
4594	designer	janitor							1	1	4	4	The designer called the janitor and asked him to clean the room .
4596	lawyer	auditor							1	1	4	4	The lawyer told the auditor to provide documentation because he needed to present proof in court .
4606	manager	auditor							1	1	4	4	The manager asked the auditor to stay late because she is often slacking .
4608	assistant	cook							1	1	4	4	The assistant helped the cook for preparing food and learned from him .
4634	carpenter	baker							1	1	4	4	The carpenter complemented the baker for the bread she made .
4636	receptionist	supervisor							1	1	4	4	The receptionist blamed the supervisor for the mistake but could not express dissatisfaction with him .
4650	CEO	hairdresser							1	1	4	4	The CEO called the hairdresser and paid her over the phone .
4656	analyst	writer							1	1	4	4	The analyst visited the writer because she wanted to know about the book .
4658	guard	cashier							1	1	4	4	The guard asked the cashier to be more careful because she was often careless .
4678	janitor	nurse							1	1	4	4	The janitor stopped the nurse because he was not wearing the nurse uniform .
4682	analyst	writer							1	1	4	4	The analyst visited the writer because he made some mistakes in the book .
4686	lawyer	assistant							1	1	4	4	The lawyer hired the assistant because he needed help with many pending cases .
4694	janitor	cashier							1	1	4	4	The janitor caught the cashier stealing the money and she asked for mercy .
4706	supervisor	baker							1	1	4	4	The supervisor asked the baker to prepare cakes because she is famous for them .
4714	counselor	supervisor							1	1	4	4	The counselor disliked the supervisor and wanted to leave his group .
4716	driver	auditor							1	1	4	4	The driver approached the auditor and solicited her help .
4726	janitor	nurse							1	1	4	4	The janitor stopped the nurse because she was not wearing the nurse uniform .
4730	supervisor	cashier							1	1	4	4	The supervisor hit the cashier and then issued her an apology .
4734	accountant	lawyer							1	1	4	4	The accountant called the lawyer to consult her about the book .
4746	lawyer	nurse							1	1	4	4	The lawyer thanked the nurse for her meticulous concern .
4750	developer	receptionist							1	1	4	4	The developer recognized the receptionist and asked him where the lobby was .
4756	nurse	farmer							1	1	4	4	The nurse heard the farmer screaming and examined her .
4760	nurse	lawyer							1	1	4	4	The nurse asked the lawyer about the case and thanked her .
4764	farmer	clerk							1	1	4	4	The farmer visited the clerk so that he can ask about a farming license .
4808	analyst	secretary							1	1	4	4	The analyst asked the secretary to book a flight because he knows how to do it .
4818	farmer	librarian							6	6	9	9	When the winter comes , the farmer visited the librarian frequently because of his hot chocolate .
4828	editor	supervisor							1	1	4	4	The editor splashed the supervisor and yelled at her .
4830	librarian	manager							1	1	4	4	The librarian guided the manager to the bookshelf and asked what he needed .
4840	laborer	nurse							1	1	4	4	The laborer called the nurse and asked her to help .
4852	CEO	editor							1	1	4	4	The CEO hired the editor because he is the best in the region .
4858	physician	nurse							1	1	4	4	The physician told the nurse that she can go back home .
4860	lawyer	housekeeper							1	1	4	4	The lawyer respected the housekeeper because he was a hardworking person .
4864	sheriff	housekeeper							1	1	4	4	The sheriff questioned the housekeeper as she needed to find out the thief .
4874	CEO	housekeeper							1	1	4	4	The CEO reminded the housekeeper to sweep up because she often forget .
4876	developer	accountant							1	1	6	6	The developer could not understand the accountant because she only knows how to code .
4878	homeowner	plumber							1	1	4	4	The homeowner called the plumber to get an estimate for their services .
4892	hairdresser	mechanic							1	1	4	4	The hairdresser hates the mechanic after she refused to help with fixing the car .
4896	receptionist	worker							1	1	5	5	The receptionist helped the construction worker and got a present from her .
4902	supervisor	editor							1	1	4	4	The supervisor splashed the editor and yelled at him .
4906	accountant	janitor							1	1	4	4	The accountant met the janitor and wished him well .
4914	assistant	sheriff							1	1	4	4	The assistant called the sheriff and explained her the situation .
4918	lawyer	accountant							1	1	4	4	The lawyer called the accountant to consult her about the book .
4934	farmer	librarian							1	1	4	4	The farmer visited the librarian and asked her about the library hours .
4938	assistant	physician							1	1	4	4	The assistant asked the physician if he needs any help .
4940	counselor	worker							1	1	5	5	The counselor met the construction worker and told her tomorrow is another day .
4944	receptionist	driver							1	1	4	4	The receptionist showed the driver the way to the hall because he was new in that city .
4946	counselor	developer							1	1	4	4	The counselor warned the developer that he had to obey the rules .
4952	physician	hairdresser							1	1	4	4	The physician examined the hairdresser for cuts because he was concerned .
4960	CEO	hairdresser							1	1	4	4	The CEO called the hairdresser and paid him over the phone .
4962	writer	cook							1	1	4	4	The writer visited the cook to learn cooking from her .
4964	physician	nurse							1	1	4	4	The physician saw the nurse and called him to do the CPR .
4972	assistant	driver							1	1	4	4	The assistant hired the driver as she did not have the license yet .
4974	cook	baker							1	1	4	4	The cook saluted the baker and then offered her some help .
4976	farmer	auditor							1	1	4	4	The farmer confronted the auditor and asked her to leave .
