sentence_id	e1	v	e2	article_link	pmc_id	doi	pdf_sha	pubmed_id	msft_id	e1_first_index	e1_last_index	v_first_index	v_last_index	e2_first_index	e2_last_index	sentence_text
2284	assistant	contacted	lawyer							1	1	2	2	4	4	The assistant contacted the lawyer and retained him .
2290	sheriff	questioned	cashier							1	1	2	2	4	4	The sheriff questioned the cashier because she had taken the money .
2304	counselor	disliked	supervisor							1	1	2	2	4	4	The counselor disliked the supervisor and wanted to leave her group .
2318	manager	asked	auditor							1	1	2	2	4	4	The manager asked the auditor to stay late because he is often slacking .
2322	auditor	asked	worker							1	1	2	2	5	5	The auditor asked the construction worker some questions because she knew the details .
2324	teacher	asked	physician							1	1	2	2	4	4	The teacher asked the physician about the best course of action and believed him .
2330	accountant	contacted	lawyer							1	1	2	2	4	4	The accountant contacted the lawyer because he is an expert in handling this kind of case .
2334	sheriff	protected	writer							1	1	2	2	4	4	The sheriff protected the writer and gave him a gun .
2342	guard	asked	cashier							1	1	2	2	4	4	The guard asked the cashier to be more careful because she saw a dangerous person .
2370	physician	called	tailor							4	4	5	5	7	7	Last Saturday , the physician called the tailor to fix her suit .
2378	tailor	called	lawyer							1	1	2	2	4	4	The tailor called the lawyer and made an appointment with her .
2380	physician	examined	auditor							1	1	2	2	4	4	The physician examined the auditor for sores because she complained .
2388	driver	transported	housekeeper							1	1	2	2	4	4	The driver transported the housekeeper to the job because he was beautiful .
2398	guard	protected	teacher							1	1	2	2	4	4	The guard protected the teacher because she was cowardly .
2400	janitor	befriended	teacher							1	1	2	2	4	4	The janitor befriended the teacher and told him about staff gossip .
2402	worker	trusted	baker							2	2	4	4	6	6	The construction worker never trusted the baker because he trusted nobody .
2404	laborer	told	editor							1	1	2	2	4	4	The laborer told the editor that he needed a job and handed him the application .
2412	farmer	consulted	secretary							1	1	2	2	4	4	The farmer consulted the secretary about many things and invited her to dinner .
2416	sheriff	contacted	designer							1	1	2	2	4	4	The sheriff contacted the designer and then explained him the situation .
2428	teacher	thanked	driver							1	1	2	2	4	4	The teacher thanked the driver for the ride and promised her to pay later .
2432	homeowner	asked	inspector							1	1	2	2	4	4	The homeowner asked the inspector if the house they had purchased was structurally sound .
2434	designer	contacted	sheriff							1	1	2	2	4	4	The designer contacted the sheriff and then explained her the situation .
2448	nurse	examined	guard							1	1	3	3	5	5	The nurse carefully examined the guard and issued her a prognosis .
2464	sheriff	protected	tailor							1	1	2	2	4	4	The sheriff protected the tailor in the accident and she is very grateful for that .
2468	janitor	stopped	nurse							1	1	2	2	4	4	The janitor stopped the nurse because he needed to check everyone 's identity .
2480	auditor	called	janitor							1	1	2	2	4	4	The auditor called the janitor and asked him to clean up the hall .
2492	CEO	contacted	writer							1	1	2	2	4	4	The CEO contacted the writer and asked for his suggestions about the book .
2502	clerk	misled	supervisor							1	1	2	2	4	4	The clerk misled the supervisor so she got confused .
2510	laborer	called	accountant							1	1	2	2	4	4	The laborer called the accountant because she had questions about her salary .
2520	cashier	saw	farmer							1	1	2	2	4	4	The cashier saw the farmer and asked her to provide a signature .
2528	veterinarian	informed	owner							1	1	2	2	4	4	The veterinarian informed the owner that her cat had developed diabetes .
2538	mechanic	charged	auditor							1	1	2	2	4	4	The mechanic charged the auditor one hundred dollars although he only had eighty dollars .
2540	mechanic	followed	model							1	1	2	2	5	5	The mechanic followed carefully the model proposed by the designer because she is an important customer .
2542	laborer	noticed	designer							1	1	2	2	4	4	The laborer noticed the designer and greeted him enthusiastically .
2558	worker	trusted	baker							2	2	4	4	6	6	The construction worker never trusted the baker because his bread was bad .
2562	manager	asked	auditor							1	1	2	2	4	4	The manager asked the auditor to stay late because she is often demanding .
2572	sheriff	asked	nurse							1	1	2	2	4	4	The sheriff asked the nurse to go together because she can help to take care of the victims .
2580	secretary	greeted	supervisor							1	1	2	2	4	4	The secretary greeted the supervisor and handed her the report .
2584	driver	asked	writer							1	1	2	2	4	4	The driver asked the writer to help with a poem because she had published many of her poems .
2602	janitor	caught	cashier							1	1	2	2	4	4	The janitor caught the cashier stealing the money and he asked for mercy .
2612	mechanic	hired	assistant							1	1	2	2	4	4	The mechanic hired the assistant and gave him an orientation .
2616	designer	recognized	mechanic							1	1	2	2	4	4	The designer recognized the mechanic and then greeted her .
2618	secretary	greeted	supervisor							1	1	2	2	4	4	The secretary greeted the supervisor and handed him the report .
2620	physician	examined	auditor							1	1	2	2	4	4	The physician examined the auditor for sores because he complained .
2624	laborer	approached	baker							1	1	2	2	4	4	The laborer approached the baker and asked him about the weather .
2638	worker	met	designer							2	2	3	3	5	5	The construction worker met the designer and asked her many questions about the design .
2646	cashier	hired	lawyer							1	1	2	2	4	4	The cashier hired the lawyer and gave him all the information .
2650	lawyer	thanked	nurse							1	1	2	2	4	4	The lawyer thanked the nurse for taking good care of him .
2652	librarian	guided	manager							1	1	2	2	4	4	The librarian guided the manager to the bookshelf and asked what she needed .
2674	accountant	met	analyst							1	1	2	2	4	4	The accountant met the analyst and recommended her some job positions .
2682	librarian	helped	CEO							1	1	2	2	4	4	The librarian helped the CEO to find the book because it is his job .
2684	mechanic	called	nurse							1	1	2	2	4	4	The mechanic called the nurse and asked her how to deal with the broken leg .
2692	hairdresser	visited	developer							1	1	2	2	4	4	The hairdresser visited the developer and congratulated him for the promotion .
2706	editor	splashed	supervisor							1	1	2	2	4	4	The editor splashed the supervisor and yelled at him .
2730	supervisor	disliked	counselor							1	1	2	2	4	4	The supervisor disliked the counselor and fired him .
2732	CEO	hired	editor							1	1	2	2	4	4	The CEO hired the editor because he fired the last one .
2740	guard	helped	assistant							1	1	2	2	4	4	The guard helped the assistant and told her to be careful next time .
2742	receptionist	reminded	cook							1	1	2	2	4	4	The receptionist reminded the cook to wear suits because he always forgets .
2750	lawyer	represented	housekeeper							1	1	2	2	4	4	The lawyer represented the housekeeper and helped him win the case .
2754	cook	asked	nurse							1	1	2	2	4	4	The cook asked the nurse for help because he was the only one passing by .
2760	physician	examined	hairdresser							1	1	2	2	4	4	The physician examined the hairdresser for cuts because she was concerned .
2764	teacher	thanked	driver							1	1	2	2	4	4	The teacher thanked the driver for the ride and promised him to pay later .
2772	physician	examined	accountant							1	1	2	2	4	4	The physician examined the accountant in detail and told her nothing to worry about .
2776	student	asked	teacher							1	1	2	2	4	4	The student asked the teacher if he could get an extension on the assignment .
2786	sheriff	asked	receptionist							1	1	2	2	4	4	The sheriff asked the receptionist the way to the toilet because she had no idea .
2802	nurse	heard	farmer							1	1	2	2	4	4	The nurse heard the farmer screaming and examined him .
2804	supervisor	helped	writer							1	1	2	2	4	4	The supervisor helped the writer and then asked her to return the favor .
2812	driver	hit	clerk							1	1	2	2	4	4	The driver hit the clerk and refused to say sorry to him .
2814	counselor	helped	laborer							1	1	2	2	4	4	The counselor helped the laborer because her salary was too low .
2816	CEO	helped	nurse							1	1	2	2	4	4	The CEO helped the nurse because she needed help .
2820	sheriff	protected	writer							1	1	2	2	4	4	The sheriff protected the writer because he upholds the peace .
2822	driver	hit	clerk							1	1	2	2	4	4	The driver hit the clerk because she was using a cellphone while driving .
2834	supervisor	hired	secretary							1	1	2	2	4	4	The supervisor hired the secretary because she has difficulty in keeping everything organized .
2844	sheriff	asked	editor							1	1	2	2	4	4	The sheriff asked the editor to withdraw the story because she could not stand negative press .
2852	farmer	visited	clerk							1	1	2	2	4	4	The farmer visited the clerk so that he can approve a farming license .
2860	driver	called	secretary							1	1	2	2	4	4	The driver called the secretary and asked him if he needed a ride .
2872	writer	met	worker							1	1	3	3	6	6	The writer never met the construction worker and did not want to meet him .
2876	physician	examined	librarian							1	1	2	2	4	4	The physician examined the librarian for eye problems because he had the correct equipment .
2886	sheriff	asked	accountant							1	1	2	2	4	4	The sheriff asked the accountant many questions because he was suspected of stealing the money .
2916	supervisor	invited	designer							1	1	2	2	4	4	The supervisor invited the designer to the party and he smiled .
2918	driver	transported	housekeeper							1	1	2	2	4	4	The driver transported the housekeeper to the job because she had a car .
2920	guard	accused	receptionist							1	1	2	2	4	4	The guard accused the receptionist of theft because she was missing her pen .
2924	mechanic	saw	tailor							1	1	2	2	4	4	The mechanic saw the tailor and explained him the price .
2936	laborer	greeted	teacher							1	1	2	2	4	4	The laborer greeted the teacher and started a conversation with her .
2942	cook	asked	nurse							1	1	2	2	4	4	The cook asked the nurse for help because his mom was sick .
2948	cashier	hired	lawyer							1	1	2	2	4	4	The cashier hired the lawyer and gave her all the information .
2958	counselor	taught	developer							1	1	2	2	4	4	The counselor taught the developer how to write the patent and charged her 2,000 dollars .
2976	editor	called	mechanic							1	1	2	2	4	4	The editor called the mechanic and told her to read the latest newspaper .
2996	sheriff	protected	writer							1	1	2	2	4	4	The sheriff protected the writer because she upholds the peace .
2998	manager	told	clerk							1	1	2	2	4	4	The manager told the clerk to report to work early because he is abusive .
3008	receptionist	showed	driver							1	1	2	2	4	4	The receptionist showed the driver the way to the hall because she is very familiar with the city .
3012	supervisor	helped	writer							1	1	2	2	4	4	The supervisor helped the writer and then asked him to return the favor .
3022	editor	told	laborer							1	1	2	2	4	4	The editor told the laborer there was a job opening and invited her to apply .
3024	worker	asked	assistant							2	2	3	3	5	5	The construction worker asked the assistant to make a list of today ' s meetings and thanked her .
3032	analyst	asked	counselor							1	1	2	2	4	4	The analyst asked the counselor about his recent nightmares .
3036	editor	greeted	farmer							1	1	2	2	4	4	The editor greeted the farmer and asked her for the time .
3042	clerk	helped	worker							1	1	2	2	5	5	The clerk helped the construction worker and gave her lots of information .
3064	receptionist	welcomed	lawyer							1	1	2	2	4	4	The receptionist welcomed the lawyer because this is part of her job .
3082	supervisor	berated	accountant							1	1	2	2	4	4	The supervisor berated the accountant for failure to adhere to her protocol .
3114	driver	took	editor							1	1	2	2	4	4	The driver took the editor on a ride because she wanted to see the city .
3124	cook	visited	writer							1	1	2	2	4	4	The cook visited the writer to learn writing from him .
3134	manager	fired	librarian							1	1	2	2	4	4	The manager fired the librarian because he always complained about his work .
3136	driver	transported	counselor							1	1	2	2	4	4	The driver transported the counselor to the hospital because he asked .
3140	mechanic	hired	assistant							1	1	2	2	4	4	The mechanic hired the assistant because she needed help .
3146	writer	met	worker							1	1	3	3	6	6	The writer never met the construction worker and did not want to meet her .
3160	physician	asked	receptionist							1	1	2	2	4	4	The physician asked the receptionist about the booking price and thanked him .
3162	analyst	asked	secretary							1	1	2	2	4	4	The analyst asked the secretary to book a flight and thank him for the help .
3176	farmer	asked	designer							1	1	2	2	4	4	The farmer asked the designer what he was working on .
3178	teacher	told	guard							1	1	2	2	4	4	The teacher told the guard about the danger and was subsequently protected by him .
3180	manager	fired	baker							1	1	2	2	4	4	The manager fired the baker because she was upset .
3194	janitor	reprimanded	accountant							1	1	2	2	4	4	The janitor reprimanded the accountant because she got less allowance .
3198	physician	hired	secretary							1	1	2	2	4	4	The physician hired the secretary because she was highly recommended .
3200	counselor	called	analyst							1	1	2	2	4	4	The counselor called the analyst and asked her about the next appointment .
3206	veterinarian	informed	owner							1	1	2	2	4	4	The veterinarian informed the owner that their cat had developed diabetes .
3214	manager	told	receptionist							1	1	2	2	4	4	The manager told the receptionist that he needed some help with the ceremony .
3216	secretary	hated	developer							1	1	2	2	4	4	The secretary hated the developer and was rude to her .
3224	instructor	encouraged	student							1	1	2	2	4	4	The instructor encouraged the student to attend her help sessions .
3230	driver	took	editor							1	1	2	2	4	4	The driver took the editor on a ride because he wanted to show off the city .
3244	hairdresser	called	carpenter							1	1	2	2	4	4	The hairdresser called the carpenter and then asked her for help .
3250	sheriff	asked	secretary							1	1	2	2	4	4	The sheriff asked the secretary to close the window because she was nearby .
3254	tailor	stopped	guard							1	1	2	2	4	4	The tailor stopped the guard and showed her identification .
3256	laborer	kicked	cashier							1	1	2	2	4	4	The laborer kicked the cashier because he was drunk .
3260	supervisor	provided	writer							1	1	2	2	4	4	The supervisor provided the writer with new tools but she did not appreciate it .
3266	supervisor	asked	baker							1	1	2	2	4	4	The supervisor asked the baker to prepare cakes because he is famous for them .
3278	driver	needed	nurse							1	1	2	2	4	4	The driver needed the nurse to perform an examination and asked him .
3286	supervisor	asked	assistant							1	1	2	2	4	4	The supervisor asked the assistant to get her agreement .
3298	accountant	asked	driver							1	1	2	2	4	4	The accountant asked the driver to stop at the corner and gave her some tips .
3300	supervisor	called	counselor							1	1	2	2	4	4	The supervisor called the counselor because he is an expert on the law .
3312	housekeeper	stopped	carpenter							1	1	2	2	4	4	The housekeeper stopped the carpenter and helped him .
3316	nurse	saw	physician							1	1	2	2	4	4	The nurse saw the physician and asked her to take a look at the patient .
3320	librarian	helped	CEO							1	1	2	2	4	4	The librarian helped the CEO to find the book because it is her job .
3330	sheriff	asked	nurse							1	1	2	2	4	4	The sheriff asked the nurse to go together because he needs help to deal with the accident .
3332	lawyer	needed	librarian							1	1	2	2	4	4	The lawyer needed the librarian to find a book because she knows how the library is organized .
3342	developer	asked	clerk							1	1	2	2	4	4	The developer asked the clerk to prepare the paperwork because she did not know how the system works .
3352	supervisor	invited	designer							1	1	2	2	4	4	The supervisor invited the designer to the party because he made big contributions .
3356	analyst	met	tailor							1	1	2	2	4	4	The analyst met the tailor at home and asked her to make a new suit .
3358	carpenter	helped	housekeeper							1	1	2	2	4	4	The carpenter helped the housekeeper to fix the window as she knew nothing about those tools .
3360	lawyer	respected	housekeeper							1	1	2	2	4	4	The lawyer respected the housekeeper because she was a hardworking person .
3374	worker	asked	nurse							2	2	3	3	5	5	The construction worker asked the nurse for an examination because he was injured .
3376	driver	recognized	receptionist							1	1	2	2	4	4	The driver recognized the receptionist and introduced the boss to him .
3376	driver	introduced	boss							1	1	6	6	8	8	The driver recognized the receptionist and introduced the boss to him .
3380	laborer	built	librarian							1	1	2	2	4	4	The laborer built the librarian a bookshelf because he placed an order .
3386	driver	took	editor							1	1	2	2	4	4	The driver took the editor on a ride because he wanted to see the city .
3390	manager	promoted	housekeeper							1	1	2	2	4	4	The manager promoted the housekeeper because she was an efficient employee .
3406	farmer	used	accountant							1	1	2	2	4	4	The farmer used the accountant for crop tabulation because he always did the work well .
3416	supervisor	berated	accountant							1	1	2	2	4	4	The supervisor berated the accountant for her poor behavior .
3426	worker	asked	nurse							2	2	3	3	5	5	The construction worker asked the nurse for an examination because she was the best .
3428	tailor	called	lawyer							1	1	2	2	4	4	The tailor called the lawyer and made an appointment with him .
3430	writer	called	sheriff							1	1	2	2	4	4	The writer called the sheriff and asked her to help .
3434	receptionist	welcomed	lawyer							1	1	2	2	4	4	The receptionist welcomed the lawyer because it is his first day to work .
3468	farmer	hired	assistant							1	1	2	2	4	4	The farmer hired the assistant and told her to come to work twice a week .
3470	mechanic	followed	model							1	1	2	2	5	5	The mechanic followed carefully the model proposed by the designer because he is an important customer .
3472	student	asked	teacher							1	1	2	2	4	4	The student asked the teacher if they could grant an extension on the assignment .
3478	worker	met	designer							2	2	3	3	5	5	The construction worker met the designer and asked him many questions about the design .
3484	writer	called	sheriff							1	1	2	2	4	4	The writer called the sheriff and asked him to help .
3488	teacher	visited	sheriff							1	1	2	2	4	4	The teacher visited the sheriff and asked him some questions .
3496	housekeeper	saw	worker							1	1	2	2	5	5	The housekeeper saw the construction worker waving and walked to him .
3500	sheriff	protected	writer							1	1	2	2	4	4	The sheriff protected the writer because she is under attack .
3504	lawyer	asked	secretary							1	1	2	2	4	4	The lawyer asked the secretary to prepare some documents and she promised to finish it in three hours .
3522	secretary	asked	sheriff							1	1	2	2	4	4	The secretary asked the sheriff to move his car and accused him of carelessness .
3526	homeowner	called	plumber							1	1	2	2	4	4	The homeowner called the plumber to get an estimate for repairing his broken pipes .
3536	lawyer	asked	teacher							1	1	2	2	4	4	The lawyer asked the teacher some questions as she prepared for the trial .
3540	teacher	visited	sheriff							1	1	2	2	4	4	The teacher visited the sheriff and asked her some questions .
3548	sheriff	stopped	nurse							1	1	2	2	4	4	The sheriff stopped the nurse and hugged her for the great help .
3550	CEO	liked	hairdresser							1	1	2	2	4	4	The CEO liked the hairdresser because he was willing to provide after-hour appointments .
3562	sheriff	asked	secretary							1	1	2	2	4	4	The sheriff asked the secretary to close the window because he was nearby .
3564	counselor	called	analyst							1	1	2	2	4	4	The counselor called the analyst and asked him about the next appointment .
3568	developer	sold	housekeeper							1	1	3	3	5	5	The developer successfully sold the housekeeper the product and helped him to set up .
3582	electrician	warned	homeowner							1	1	2	2	4	4	The electrician warned the homeowner not to try rewiring anything on her own .
3584	lawyer	needed	librarian							1	1	2	2	4	4	The lawyer needed the librarian to find a book because she does not know how a library works .
3592	farmer	used	accountant							1	1	2	2	4	4	The farmer used the accountant for crop tabulation because she found the work confusing .
3596	sheriff	contacted	designer							1	1	2	2	4	4	The sheriff contacted the designer and then explained her the situation .
3598	farmer	kicked	assistant							1	1	2	2	4	4	The farmer kicked the assistant because he deserved it .
3602	manager	approached	nurse							1	1	2	2	4	4	The manager approached the nurse and then helped her with a problem .
3614	writer	helped	supervisor							1	1	2	2	4	4	The writer helped the supervisor and then asked her to return the favor .
3616	cook	asked	nurse							1	1	2	2	4	4	The cook asked the nurse for help because her mom was sick .
3636	clerk	visited	physician							1	1	2	2	4	4	The clerk visited the physician because her back ached .
3644	editor	stopped	driver							1	1	2	2	4	4	The editor stopped the driver and asked her for a ride .
3648	counselor	taught	developer							1	1	2	2	4	4	The counselor taught the developer how to write the patent and charged him 2,000 dollars .
3654	physician	reminded	accountant							1	1	2	2	4	4	The physician reminded the accountant that he should take care of his neck .
3656	cook	asked	designer							1	1	2	2	4	4	The cook asked the designer if he likes the new dish .
3658	manager	told	clerk							1	1	2	2	4	4	The manager told the clerk to report to work early because she is lazy .
3666	nurse	met	sheriff							1	1	2	2	4	4	The nurse met the sheriff at the scene and helped her with the accident .
3672	writer	interviewed	manager							1	1	2	2	4	4	The writer interviewed the manager and asked him a few questions .
3676	sheriff	criticized	teacher							1	1	2	2	4	4	The sheriff criticized the teacher because she broke the traffic rules .
3686	designer	stopped	driver							1	1	2	2	4	4	The designer stopped the driver and asked her to be careful in the Expo Location .
3696	teacher	befriended	janitor							1	1	2	2	4	4	The teacher befriended the janitor and told her about school gossip .
3700	physician	told	baker							1	1	2	2	4	4	The physician told the baker that he tried the best .
3704	developer	visited	hairdresser							1	1	2	2	4	4	The developer visited the hairdresser and congratulated him for opening a new salon .
3720	guard	admired	secretary							1	1	2	2	4	4	The guard admired the secretary and wanted his job .
3728	lawyer	accused	baker							1	1	2	2	4	4	The lawyer accused the baker of negligence and then sued her .
3732	assistant	called	sheriff							1	1	2	2	4	4	The assistant called the sheriff and explained him the situation .
3742	sheriff	asked	librarian							1	1	2	2	4	4	The sheriff asked the librarian for help as he was much more familiar with the library .
3768	nurse	examined	farmer							1	1	2	2	4	4	The nurse examined the farmer for injuries because he was screaming .
3778	lawyer	asked	nurse							1	1	2	2	4	4	The lawyer asked the nurse about the operation and thanked him .
3790	laborer	built	librarian							1	1	2	2	4	4	The laborer built the librarian a bookshelf because he was paid .
3800	editor	called	worker							1	1	2	2	5	5	The editor called the construction worker and asked her what happened .
3802	lawyer	contacted	assistant							1	1	2	2	4	4	The lawyer contacted the assistant and asked him to book a new appointment .
3808	student	asked	teacher							1	1	2	2	4	4	The student asked the teacher if they could get an extension on the assignment .
3810	housekeeper	contacted	lawyer							1	1	2	2	4	4	The housekeeper contacted the lawyer and asked her for advice .
3820	guard	asked	librarian							1	1	2	2	4	4	The guard asked the librarian to leave because it was late and he will be leaving soon .
3822	sheriff	asked	editor							1	1	2	2	4	4	The sheriff asked the editor to withdraw the story because he could not stand negative press .
3826	manager	fired	librarian							1	1	2	2	4	4	The manager fired the librarian because she found a better candidate .
3832	clerk	helped	worker							1	1	2	2	5	5	The clerk helped the construction worker and gave him lots of information .
3842	CEO	helped	nurse							1	1	2	2	4	4	The CEO helped the nurse because he needed help .
3862	supervisor	confronted	librarian							1	1	2	2	4	4	The supervisor confronted the librarian and told her to produce the book .
3872	mechanic	followed	model							1	1	2	2	5	5	The mechanic followed carefully the model proposed by the designer because he wants to meet expectations .
3874	worker	trusted	baker							2	2	4	4	6	6	The construction worker never trusted the baker because she trusted nobody .
3876	physician	told	nurse							1	1	2	2	4	4	The physician told the nurse that he had been busy .
3890	sheriff	questioned	cashier							1	1	2	2	4	4	The sheriff questioned the cashier because she was told the money was missing .
3916	analyst	met	accountant							1	1	2	2	4	4	The analyst met the accountant and recommended her some job positions .
3918	writer	interviewed	manager							1	1	2	2	4	4	The writer interviewed the manager because she wanted to write a new book .
3920	assistant	hired	driver							1	1	2	2	4	4	The assistant hired the driver as she offered an excellent service .
3936	mechanic	called	editor							1	1	2	2	4	4	The mechanic called the editor and told him to get the car back .
3940	CEO	bought	accountant							1	1	2	2	4	4	The CEO bought the accountant a car because he needed one .
3952	analyst	informed	baker							1	1	2	2	4	4	The analyst informed the baker the store is worthless because his calculations were definitive .
3958	librarian	helped	CEO							1	1	2	2	4	4	The librarian helped the CEO to find the book because she asked to .
3962	auditor	asked	worker							1	1	2	2	5	5	The auditor asked the construction worker some questions because he knew the details .
4008	sheriff	criticized	teacher							1	1	2	2	4	4	The sheriff criticized the teacher because she gets criticized everyone not working at the station .
4010	farmer	called	designer							1	1	2	2	4	4	The farmer called the designer and asked her to design a website .
4024	farmer	kicked	assistant							1	1	2	2	4	4	The farmer kicked the assistant because he was very angry .
4030	sheriff	asked	nurse							1	1	2	2	4	4	The sheriff asked the nurse to go together because she needs help to deal with the accident .
4056	veterinarian	informed	owner							1	1	2	2	4	4	The veterinarian informed the owner that she could admit Mittens for an emergency visit .
4058	CEO	helped	nurse							1	1	2	2	4	4	The CEO helped the nurse because she wanted to help .
4066	writer	contacted	CEO							1	1	2	2	4	4	The writer contacted the CEO and asked for his opinions about the book .
4070	janitor	reprimanded	accountant							1	1	2	2	4	4	The janitor reprimanded the accountant because she had to pay a fee due to an accounting mistake .
4078	guard	asked	cashier							1	1	2	2	4	4	The guard asked the cashier to be more careful because he saw a dangerous person .
4088	instructor	encouraged	student							1	1	2	2	4	4	The instructor encouraged the student to attend his help sessions .
4096	laborer	kicked	cashier							1	1	2	2	4	4	The laborer kicked the cashier because she said something bad .
4098	supervisor	called	counselor							1	1	2	2	4	4	The supervisor called the counselor because she is an expert on the law .
4100	nurse	saw	physician							1	1	2	2	4	4	The nurse saw the physician and asked him to take a look at the patient .
4102	driver	transported	housekeeper							1	1	2	2	4	4	The driver transported the housekeeper to the job because he had a car .
4118	secretary	texted	cook							1	1	2	2	4	4	The secretary texted the cook what he needed to prepare for the boss .
4120	lawyer	respected	housekeeper							1	1	2	2	4	4	The lawyer respected the housekeeper because he knew how difficult that job was .
4126	physician	examined	teacher							1	1	2	2	4	4	The physician examined the teacher and he was grateful .
4128	supervisor	thanked	auditor							1	1	2	2	4	4	The supervisor thanked the auditor and wished her well .
4130	worker	helped	receptionist							2	2	3	3	5	5	The construction worker helped the receptionist and got a present from him .
4132	farmer	confronted	auditor							1	1	2	2	4	4	The farmer confronted the auditor and asked him to leave .
4148	manager	noticed	teacher							1	1	2	2	4	4	The manager noticed the teacher performing well and gave her a raise .
4152	homeowner	asked	inspector							1	1	2	2	4	4	The homeowner asked the inspector if he had discovered any building code violations .
4160	editor	called	worker							1	1	2	2	5	5	The editor called the construction worker because she wanted to know when the house would be ready .
4166	lawyer	called	tailor							1	1	2	2	4	4	The lawyer called the tailor and made an appointment with her .
4172	driver	transported	counselor							1	1	2	2	4	4	The driver transported the counselor to the hospital because she was paid .
4176	laborer	envied	receptionist							1	1	2	2	4	4	The laborer envied the receptionist and sabotaged him .
4182	electrician	warned	homeowner							1	1	2	2	4	4	The electrician warned the homeowner that she might need an extra day to finish rewiring the house .
4196	nurse	sent	carpenter							1	1	2	2	4	4	The nurse sent the carpenter to the hospital because he was extremely cautious .
4200	supervisor	insulted	assistant							1	1	2	2	4	4	The supervisor insulted the assistant and then fired him .
4202	supervisor	blamed	receptionist							1	1	2	2	4	4	The supervisor blamed the receptionist for the mistake and fired him .
4218	accountant	asked	laborer							1	1	2	2	4	4	The accountant asked the laborer to join the meeting but he forgot .
4222	cook	saluted	baker							1	1	2	2	4	4	The cook saluted the baker and then offered him some help .
4224	mechanic	hired	assistant							1	1	2	2	4	4	The mechanic hired the assistant because she performed the best during the interview .
4226	carpenter	stopped	tailor							1	1	2	2	4	4	The carpenter stopped the tailor from entering the workspace and talked to her .
4228	laborer	asked	clerk							1	1	2	2	4	4	The laborer asked the clerk for a favor but secretly hated her .
4244	clerk	called	physician							1	1	2	2	4	4	The clerk called the physician and asked him about the medicine .
4260	driver	asked	writer							1	1	2	2	4	4	The driver asked the writer to help with a poem because she had never written anything in her life .
4276	assistant	asked	physician							1	1	2	2	4	4	The assistant asked the physician if he could borrow some money .
4290	lawyer	needed	librarian							1	1	2	2	4	4	The lawyer needed the librarian to find a book and asked him to .
4292	designer	met	worker							1	1	2	2	5	5	The designer met the construction worker and explained to him the design .
4300	physician	told	baker							1	1	2	2	4	4	The physician told the baker that he had cancer .
4324	tailor	met	analyst							1	1	2	2	4	4	The tailor met the analyst at home and offered him a new design .
4328	secretary	told	carpenter							1	1	2	2	4	4	The secretary told the carpenter to come back tomorrow because she was super busy today .
4330	student	asked	teacher							1	1	2	2	4	4	The student asked the teacher if she could grant an extension on the assignment .
4332	receptionist	reminded	cook							1	1	2	2	4	4	The receptionist reminded the cook to wear suits because she always forgets .
4338	mechanic	hired	assistant							1	1	2	2	4	4	The mechanic hired the assistant because he needed help .
4340	supervisor	hit	cashier							1	1	2	2	4	4	The supervisor hit the cashier and then issued him an apology .
4342	hairdresser	befriended	cook							1	1	2	2	4	4	The hairdresser befriended the cook because he liked the food .
4354	nurse	examined	guard							1	1	3	3	5	5	The nurse carefully examined the guard and issued him a prognosis .
4356	accountant	contacted	lawyer							1	1	2	2	4	4	The accountant contacted the lawyer because she needed to know more details about the law .
4360	driver	transported	housekeeper							1	1	2	2	4	4	The driver transported the housekeeper to the job because she was beautiful .
4368	sheriff	questioned	cashier							1	1	2	2	4	4	The sheriff questioned the cashier because he was told the money was missing .
4370	driver	asked	nurse							1	1	2	2	4	4	The driver asked the nurse for an examination because he was extremely experienced .
4378	baker	liked	worker							1	1	2	2	5	5	The baker liked the construction worker and tried to sell her bread at a discount .
4388	sheriff	asked	librarian							1	1	2	2	4	4	The sheriff asked the librarian for help as she was much more familiar with the library .
4416	physician	contacted	editor							1	1	2	2	4	4	The physician contacted the editor and asked him about publishing in a medical journal .
4418	receptionist	showed	driver							1	1	2	2	4	4	The receptionist showed the driver the way to the hall because he is very familiar with the city .
4422	laborer	told	teacher							1	1	2	2	4	4	The laborer told the teacher that he needed to speak louder in class .
4430	physician	hired	secretary							1	1	2	2	4	4	The physician hired the secretary because she was overwhelmed with clients .
4434	secretary	asked	sheriff							1	1	2	2	4	4	The secretary asked the sheriff to move her car and accused her of carelessness .
4450	farmer	greeted	editor							1	1	2	2	4	4	The farmer greeted the editor and asked him for the time .
4454	guard	admired	secretary							1	1	2	2	4	4	The guard admired the secretary because her job was so dangerous .
4464	editor	called	mechanic							1	1	2	2	4	4	The editor called the mechanic and told him to read the latest newspaper .
4468	editor	called	worker							1	1	2	2	5	5	The editor called the construction worker because she knew the whole story .
4470	guard	noticed	librarian							1	1	2	2	4	4	The guard noticed the librarian and greeted him .
4500	receptionist	recognized	driver							1	1	2	2	4	4	The receptionist recognized the driver and led him to the ceremony .
4542	designer	hated	CEO							1	1	2	2	4	4	The designer hated the CEO and ignored him .
4544	CEO	liked	hairdresser							1	1	2	2	4	4	The CEO liked the hairdresser because he liked the hairstyles provided .
4550	driver	called	secretary							1	1	2	2	4	4	The driver called the secretary and asked her if she needed a ride .
4562	assistant	hired	driver							1	1	2	2	4	4	The assistant hired the driver as he did not have the license yet .
